utterance,meaning,valence,probability,affect_prior
501,50,2,0.11857,0.37298
1001,50,2,0.1433,0.37298
2001,50,2,0.15185,0.37298
10001,50,2,0.16024,0.37298
10,100,2,0.0016844,0.5699
50,100,2,0.0047632,0.5699
100,100,2,0.35077,0.5699
500,100,2,0.15377,0.5699
1000,100,2,0.16242,0.5699
2000,100,2,0.16492,0.5699
10000,100,2,0.16719,0.5699
11,100,2,0.00059844,0.5699
51,100,2,0.0014638,0.5699
101,100,2,0.017442,0.5699
501,100,2,0.12371,0.5699
1001,100,2,0.1495,0.5699
2001,100,2,0.15842,0.5699
10001,100,2,0.16718,0.5699
10,500,2,4.8535e-05,0.78351
50,500,2,0.00013725,0.78351
100,500,2,0.00047354,0.78351
500,500,2,0.052209,0.78351
1000,500,2,0.0046799,0.78351
2000,500,2,0.0047521,0.78351
10000,500,2,0.0048174,0.78351
11,500,2,1.7243e-05,0.78351
51,500,2,4.2176e-05,0.78351
101,500,2,0.00014279,0.78351
501,500,2,0.0083551,0.78351
1001,500,2,0.0043077,0.78351
2001,500,2,0.0045647,0.78351
10001,500,2,0.0048171,0.78351
10,1000,2,1.634e-05,0.78351
50,1000,2,4.6206e-05,0.78351
100,1000,2,0.00015942,0.78351
500,1000,2,0.0014917,0.78351
1000,1000,2,0.018565,0.78351
2000,1000,2,0.0015999,0.78351
10000,1000,2,0.0016218,0.78351
11,1000,2,5.8052e-06,0.78351
51,1000,2,1.4199e-05,0.78351
101,1000,2,4.8072e-05,0.78351
501,1000,2,0.0012,0.78351
1001,1000,2,0.0033993,0.78351
2001,1000,2,0.0015368,0.78351
10001,1000,2,0.0016218,0.78351
10,2000,2,7.6444e-06,0.78351
50,2000,2,2.1617e-05,0.78351
100,2000,2,7.4584e-05,0.78351
500,2000,2,0.00069786,0.78351
1000,2000,2,0.0007371,0.78351
2000,2000,2,0.0088195,0.78351
10000,2000,2,0.00075875,0.78351
11,2000,2,2.7159e-06,0.78351
51,2000,2,6.6429e-06,0.78351
101,2000,2,2.249e-05,0.78351
501,2000,2,0.00056142,0.78351
1001,2000,2,0.00067847,0.78351
2001,2000,2,0.0016852,0.78351
10001,2000,2,0.00075872,0.78351
10,10000,2,8.1097e-09,0.78351
50,10000,2,2.2933e-08,0.78351
100,10000,2,7.9124e-08,0.78351
500,10000,2,7.4034e-07,0.78351
1000,10000,2,7.8197e-07,0.78351
2000,10000,2,7.9403e-07,0.78351
10000,10000,2,9.4849e-06,0.78351
11,10000,2,2.8812e-09,0.78351
51,10000,2,7.0473e-09,0.78351
101,10000,2,2.3859e-08,0.78351
501,10000,2,5.956e-07,0.78351
1001,10000,2,7.1977e-07,0.78351
2001,10000,2,7.6272e-07,0.78351
10001,10000,2,1.8867e-06,0.78351
10,11,2,0.030559,0.20792
50,11,2,0.0017483,0.20792
100,11,2,0.006032,0.20792
500,11,2,0.056439,0.20792
1000,11,2,0.059613,0.20792
2000,11,2,0.060533,0.20792
10000,11,2,0.061364,0.20792
11,11,2,0.17435,0.20792
51,11,2,0.00053725,0.20792
101,11,2,0.0018189,0.20792
501,11,2,0.045405,0.20792
1001,11,2,0.054872,0.20792
2001,11,2,0.058146,0.20792
10001,11,2,0.061361,0.20792
10,51,2,0.001636,0.37793
50,51,2,0.073898,0.37793
100,51,2,0.015962,0.37793
500,51,2,0.14935,0.37793
1000,51,2,0.15775,0.37793
2000,51,2,0.16018,0.37793
10000,51,2,0.16238,0.37793
11,51,2,0.00058123,0.37793
51,51,2,0.34421,0.37793
101,51,2,0.004813,0.37793
501,51,2,0.12015,0.37793
1001,51,2,0.1452,0.37793
2001,51,2,0.15386,0.37793
10001,51,2,0.16237,0.37793
10,101,2,0.0016929,0.57277
50,101,2,0.0047873,0.57277
100,101,2,0.12278,0.57277
500,101,2,0.15455,0.57277
1000,101,2,0.16324,0.57277
2000,101,2,0.16576,0.57277
10000,101,2,0.16803,0.57277
11,101,2,0.00060146,0.57277
51,101,2,0.0014711,0.57277
101,101,2,0.52623,0.57277
501,101,2,0.12433,0.57277
1001,101,2,0.15025,0.57277
2001,101,2,0.15922,0.57277
10001,101,2,0.16802,0.57277
10,501,2,4.8535e-05,0.78351
50,501,2,0.00013725,0.78351
100,501,2,0.00047354,0.78351
500,501,2,0.019541,0.78351
1000,501,2,0.0046799,0.78351
2000,501,2,0.0047521,0.78351
10000,501,2,0.0048174,0.78351
11,501,2,1.7243e-05,0.78351
51,501,2,4.2176e-05,0.78351
101,501,2,0.00014279,0.78351
501,501,2,0.20255,0.78351
1001,501,2,0.0043077,0.78351
2001,501,2,0.0045647,0.78351
10001,501,2,0.0048171,0.78351
