utterance,meaning,valence,probability,affect_prior
21,120,2,2.9203e-05,0.73289
41,120,2,0.00013,0.73289
61,120,2,0.0017557,0.73289
81,120,2,0.0059252,0.73289
101,120,2,0.0079877,0.73289
121,120,2,0.015414,0.73289
10001,120,2,0.011602,0.73289
20,10000,2,5.2665e-09,0.68318
40,10000,2,2.5535e-08,0.68318
60,10000,2,1.8516e-07,0.68318
80,10000,2,4.576e-07,0.68318
100,10000,2,6.326e-07,0.68318
120,10000,2,6.8764e-07,0.68318
10000,10000,2,8.2872e-06,0.68318
21,10000,2,1.7967e-09,0.68318
41,10000,2,7.998e-09,0.68318
61,10000,2,1.0802e-07,0.68318
81,10000,2,3.6453e-07,0.68318
101,10000,2,4.9142e-07,0.68318
121,10000,2,4.4216e-07,0.68318
10001,10000,2,1.6577e-06,0.68318
20,21,2,0.03695,0.20217
40,21,2,0.0040072,0.20217
60,21,2,0.029057,0.20217
80,21,2,0.071812,0.20217
100,21,2,0.099276,0.20217
120,21,2,0.10791,0.20217
10000,21,2,0.11202,0.20217
21,21,2,0.18245,0.20217
41,21,2,0.0012551,0.20217
61,21,2,0.016951,0.20217
81,21,2,0.057207,0.20217
101,21,2,0.07712,0.20217
121,21,2,0.06939,0.20217
10001,21,2,0.11202,0.20217
20,41,2,0.0011656,0.3696
40,41,2,0.073884,0.3696
60,41,2,0.040979,0.3696
80,41,2,0.10127,0.3696
100,41,2,0.14001,0.3696
120,41,2,0.15219,0.3696
10000,41,2,0.15798,0.3696
21,41,2,0.00039763,0.3696
41,41,2,0.33794,0.3696
61,41,2,0.023906,0.3696
81,41,2,0.080678,0.3696
101,41,2,0.10876,0.3696
121,41,2,0.097858,0.3696
10001,41,2,0.15797,0.3696
20,61,2,0.00011072,0.47396
40,61,2,0.00053681,0.47396
60,61,2,0.031255,0.47396
80,61,2,0.00962,0.47396
100,61,2,0.013299,0.47396
120,61,2,0.014456,0.47396
10000,61,2,0.015006,0.47396
21,61,2,3.7771e-05,0.47396
41,61,2,0.00016814,0.47396
61,61,2,0.26192,0.47396
81,61,2,0.0076636,0.47396
101,61,2,0.010331,0.47396
121,61,2,0.0092955,0.47396
10001,61,2,0.015006,0.47396
20,81,2,3.542e-05,0.6065
40,81,2,0.00017173,0.6065
60,81,2,0.0012453,0.6065
80,81,2,0.016403,0.6065
100,81,2,0.0042546,0.6065
120,81,2,0.0046247,0.6065
10000,81,2,0.0048007,0.6065
21,81,2,1.2084e-05,0.6065
41,81,2,5.379e-05,0.6065
61,81,2,0.00072647,0.6065
81,81,2,0.17398,0.6065
101,81,2,0.0033051,0.6065
121,81,2,0.0029738,0.6065
10001,81,2,0.0048005,0.6065
20,101,2,3.9865e-05,0.6826
40,101,2,0.00019328,0.6826
60,101,2,0.0014015,0.6826
80,101,2,0.0034638,0.6826
100,101,2,0.021063,0.6826
120,101,2,0.005205,0.6826
10000,101,2,0.0054031,0.6826
21,101,2,1.36e-05,0.6826
41,101,2,6.054e-05,0.6826
61,101,2,0.00081762,0.6826
81,101,2,0.0027593,0.6826
101,101,2,0.20891,0.6826
121,101,2,0.0033469,0.6826
10001,101,2,0.0054029,0.6826
20,121,2,8.58e-05,0.73458
40,121,2,0.000416,0.73458
60,121,2,0.0030165,0.73458
80,121,2,0.007455,0.73458
100,121,2,0.010306,0.73458
120,121,2,0.043837,0.73458
10000,121,2,0.011629,0.73458
21,121,2,2.9271e-05,0.73458
41,121,2,0.0001303,0.73458
61,121,2,0.0017598,0.73458
81,121,2,0.0059388,0.73458
101,121,2,0.008006,0.73458
121,121,2,0.34972,0.73458
10001,121,2,0.011629,0.73458
20,10001,2,5.2665e-09,0.68318
40,10001,2,2.5535e-08,0.68318
60,10001,2,1.8516e-07,0.68318
80,10001,2,4.576e-07,0.68318
100,10001,2,6.326e-07,0.68318
120,10001,2,6.8764e-07,0.68318
10000,10001,2,3.1089e-06,0.68318
21,10001,2,1.7967e-09,0.68318
41,10001,2,7.998e-09,0.68318
61,10001,2,1.0802e-07,0.68318
81,10001,2,3.6453e-07,0.68318
101,10001,2,4.9142e-07,0.68318
121,10001,2,4.4216e-07,0.68318
10001,10001,2,3.9919e-05,0.68318
